topic,item,label,ldavis_number,text,response_dt
t_4,3334,restoration composite margin time tooth prep contact make,9,"Hi! One thing I would do differently next time is exactly what Dr. Slete showed me. He helped me pack the cord further (1st time packing cord) and how to check and smooth the margins on a deep sub gingival class v. I was actually able to implement this on the same patient the next day and the class 5 restorations went great! Thank you so much for the help, these were my first ones!",2021-09-09T17:18:46Z
t_3,1187,plan treatment faculty treatment_plan time finding note check,4,"I don't think I would do anything differently next time. I went through the patients mouth tooth by tooth, and documented all clinical and radiographic findings. It was also helpful consulting with prosth and perio.",2021-09-09T18:04:50Z
t_8,1375,time impression crown make material bite prep patient,11,"Next time I will make the prep a little bit deeper, as Dr. Siddanna showed me. This was also my first crown delivery so I had a lot of questions, but Dr. Siddanna explained everything to me so that next time I will be more efficient.",2021-09-09T18:07:31Z
t_8,638,time impression crown make material bite prep patient,11,Make the core better (popped out on the difficult pt to deal with),2021-09-09T18:40:36Z
t_9,3660,perio probe patient chart perio_chart periodontal area time,8,Know pulpal diagnosis better,2021-09-09T18:42:01Z
t_5,3864,calculus area remove molar time tooth check miss,12,Better identify interproximal calculus.,2021-09-09T18:44:06Z
t_5,3764,calculus area remove molar time tooth check miss,12,better access to distal of molars,2021-09-09T19:37:28Z
t_5,3390,calculus area remove molar time tooth check miss,12,identify retentive areas under crown margins better,2021-09-09T19:40:12Z
t_12,1129,caries tooth time lesion confident remove identify stain,14,I would like to evaluate the radiographs more closely for interproximal decay,2021-09-09T20:09:26Z
t_12,1653,caries tooth time lesion confident remove identify stain,14,Everything went well today.,2021-09-09T20:32:14Z
t_3,3146,plan treatment faculty treatment_plan time finding note check,4,Have a better grasp of the plan of treatment (order of procedures) and how the completion of one tx can influence others.,2021-09-09T20:50:37Z
t_3,3662,plan treatment faculty treatment_plan time finding note check,4,Learn more about the Axium systems so I can navigate it more effectively,2021-09-09T21:01:25Z
t_12,2717,caries tooth time lesion confident remove identify stain,14,I am hoping to be able to identify when a stained restoration is still viable rather than just discolored.,2021-09-09T21:01:45Z
t_8,2214,time impression crown make material bite prep patient,11,"Thank you for your help today. Next time, I wish I would have overfilled photac so that I could have better contour",2021-09-09T21:02:02Z
t_8,1373,time impression crown make material bite prep patient,11,"Next time I would like to be better with placing my rubber dam. I guess it was always way easier in sim lab because the patient was a manikin, but I also have had a lot of trouble when a patient has very tight contacts. Any tips? Thank you as always for helping me whenever Im in a pickle.",2021-09-09T21:02:58Z
t_9,2236,perio probe patient chart perio_chart periodontal area time,8,"Getting perio faculty involved early on this case was key. I didn't recognize that this patient would benefit from SRP, I was just thinking primarily about his restorative needs, current sensitivity and periodontal maintenance. However, after discussing with perio faculty, I see the benefit of re-treating this patient with SRP to achieve stability before continuing on to the disease control phase of treatment.",2021-09-09T21:06:33Z
t_7,183,dr learn today patient appointment great experience work,10,"Next time I would like to do the digital bite registration on my own, now that Ive been taught how to do it. Thanks so much, Dr. Krezel!",2021-09-09T21:12:29Z
t_7,3300,dr learn today patient appointment great experience work,10,"Thanks for the help today, Dr Green",2021-09-09T21:18:00Z
t_12,3769,caries tooth time lesion confident remove identify stain,14,I want to be more confident in deciding between caries and staining. In my mind when I see heavy staining in the grooves of teeth I think that there HAS To be caries in there somewhere. I need to get better at using my explorer with tactile sensation to help me determine if caries are present.,2021-09-09T21:19:36Z
t_5,1245,calculus area remove molar time tooth check miss,12,Next time I would like to use the piezo to get spots of sub g plaque that I missed from using hand instruments.,2021-09-09T21:23:40Z
t_4,1666,restoration composite margin time tooth prep contact make,9,I would like to better my placement of a Mylar strip to ensure optimal margin closure,2021-09-09T21:25:10Z
